name,kind,loc,place,used,copies,tags,modified,size_kb,path
Mapping,Audio Effect,Pack,Building Max Devices,1,1,,2025-11-20,38,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/Controlling Live/Mapping/Devices/Mapping.amxd
Mapr16x2,Audio Effect,User Library,User Library,3,1,,2025-11-30,1392,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/Mapr16x2.amxd
Markov Variations,Audio Effect,Elsewhere on disk,Remote Music,1,1,,2023-12-30,814,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Z Third Party/Dillon Bastan Free Device Bundle/Markov Variations v1.0.3/Markov Variations/Markov Variations.amxd
Mass,Instrument,Project copy,Remote Music,30,1,,2026-06-22,1023,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/3rd Party/Opal Project/Mass.amxd
Max AutoPanner,Audio Effect,Pack,The Forge by Hecq,1,1,,2025-05-25,39,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/The Forge by Hecq/Max Audio Effects/Max AutoPanner.amxd
Max CombFilter,Audio Effect,Pack,The Forge by Hecq,1,1,,2025-05-25,52,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/The Forge by Hecq/Max Audio Effects/Max CombFilter.amxd
Max Compressor,Audio Effect,Pack,The Forge by Hecq,1,1,,2025-05-25,126,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/The Forge by Hecq/Max Audio Effects/Max Compressor.amxd
Max DelayTaps,Audio Effect,Pack,The Forge by Hecq,1,1,,2025-05-25,206,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/The Forge by Hecq/Max Audio Effects/Max DelayTaps.amxd
Max SpectralHarm,Audio Effect,Pack,The Forge by Hecq,1,1,,2025-05-25,171,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/The Forge by Hecq/Max Audio Effects/Max SpectralHarm.amxd
MDD___ARPOoO_V2,MIDI Effect,User Library,User Library,1,1,,2025-12-23,249,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/MDD___ARPOoO_V2.amxd
MDD___SNAKE_V3.2.3,MIDI Effect,User Library,User Library,1,1,,2025-12-23,3673,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/MDD___SNAKE_V3.2.3.amxd
MDD_MARIONNETTE_1.3,MIDI Effect,User Library,User Library,1,1,,2025-12-23,2350,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/MDD_MARIONNETTE_1.3.amxd
Melodic Probability,MIDI Effect,Pack,Probability Pack by Sonic Faction,0,1,,2025-05-25,7672,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Probability Pack by Sonic Faction/Melodic Probability.amxd
Melodic Steps,MIDI Effect,Pack,Creative Extensions,9,1,Devices|Sequencer,2025-05-25,949,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Creative Extensions/MIDI Effects/Melodic Steps/Ableton Folder Info/Melodic Steps.amxd
MFA Audio Cycler,Audio Effect,User Library,User Library,2,1,,2024-08-15,865,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/MFA Audio Cycler.amxd
MFA Audio S&H,Audio Effect,User Library,User Library,2,1,,2024-08-15,726,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/MFA Audio S&H.amxd
MFA Audiodubber,Audio Effect,User Library,User Library,2,1,,2024-08-15,793,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/MFA Audiodubber.amxd
MFA Autodubber,Audio Effect,User Library,User Library,2,1,,2024-08-15,1024,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/MFA Autodubber.amxd
MFA Cheat Code,MIDI Effect,User Library,User Library,1,1,,2025-12-23,527,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/MFA Cheat Code.amxd
MFA Cosmus,Audio Effect,User Library,User Library,2,1,,2024-08-15,461,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/MFA Cosmus.amxd
MFA Errata,Audio Effect,User Library,User Library,2,1,,2024-09-27,187,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/MFA Errata.amxd
MFA Follower,Audio Effect,User Library,User Library,2,1,,2024-08-15,714,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/MFA Follower.amxd
MFA Gain Tracker,Audio Effect,User Library,User Library,2,1,,2024-08-15,625,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/MFA Gain Tracker.amxd
MFA LFOx,Audio Effect,User Library,User Library,2,1,,2024-08-15,1690,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/MFA LFOx.amxd
MFA Manual S&H,Audio Effect,User Library,User Library,2,1,,2024-08-15,668,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/MFA Manual S&H.amxd
MFA MIDI ADSRx,MIDI Effect,User Library,User Library,1,1,,2025-12-23,1300,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/MFA MIDI ADSRx.amxd
MFA MIDI Cycler,MIDI Effect,User Library,User Library,1,1,,2025-12-23,1051,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/MFA MIDI Cycler.amxd
MFA MIDI Dubber,MIDI Effect,User Library,User Library,1,1,,2025-12-23,1019,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/MFA MIDI Dubber.amxd
MFA MIDI Key Tracker,MIDI Effect,User Library,User Library,1,1,,2025-12-23,972,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/MFA MIDI Key Tracker.amxd
MFA MIDI LFOx,MIDI Effect,User Library,User Library,1,1,,2025-12-23,1575,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/MFA MIDI LFOx.amxd
MFA MIDI X-Control,MIDI Effect,User Library,User Library,1,1,,2025-12-23,840,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/MFA MIDI X-Control.amxd
MFA Mutator Free,Max Note Transformation,User Library,User Library,0,1,,2024-09-26,59,//Volumes/Crucial X9/Remote Music/Ableton/User Library/MIDI Tools/Max Transformations/MFA Mutator Free.amxd
MFA Note Raum,MIDI Effect,User Library,User Library,1,1,,2025-12-23,755,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/MFA Note Raum.amxd
MFA Solarus,Audio Effect,User Library,User Library,2,1,,2024-08-15,1293,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/MFA Solarus.amxd
MFA Tactum,Instrument,User Library,User Library,2,1,,2025-12-23,536,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MFA Tactum.amxd
MFA X-Control,Audio Effect,User Library,User Library,2,1,,2024-08-15,985,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/MFA X-Control.amxd
Microcosmos,Audio Effect,User Library,User Library,2,1,,2026-08-09,130,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/Microcosmos.amxd
Microtuner,MIDI Effect,Pack,Microtuner,2,1,Devices|Utility,2025-11-20,5233,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Microtuner/Microtuner/Ableton Folder Info/Microtuner.amxd
MIDI Echo,MIDI Effect,Pack,Building Max Devices,1,1,,2025-11-20,37,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/MIDI effects/MIDI Echo/Devices/MIDI Echo.amxd
MIDI Monitor,MIDI Effect,Live factory,Built-in,2,1,Devices|Utility,2026-03-06,116,//Applications/Ableton Live 12 Suite.app/Contents/App-Resources/Builtin/Devices/MIDI Effects/MIDI Monitor/Ableton Folder Info/MIDI Monitor.amxd
MIDI Routing Input,Audio Effect,Pack,Building Max Devices,1,1,,2025-11-20,69,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/Routing/Midi Routing Input/Devices/MIDI Routing Input.amxd
MIDI Routing Output,Audio Effect,Pack,Building Max Devices,1,1,,2025-11-20,76,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/Routing/Midi Routing Output/Devices/MIDI Routing Output.amxd
MIDIMonitor,MIDI Effect,Pack,Max for Live Essentials,1,1,,2025-10-22,224,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Max for Live Essentials/Max Midi Effect/MIDIMonitor.amxd
Mix Matcher,Audio Effect,User Library,User Library,2,1,,2024-08-15,334,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/Mix Matcher.amxd
ml.distance,Audio Effect,User Library,User Library,2,1,,2024-08-15,140,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/ml.distance.amxd
Mod Table,MIDI Effect,Pack,String Quartet by Spitfire Audio,3,3,,2025-05-25,363,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/String Quartet by Spitfire Audio/Utility/Mod Table.amxd
Mono Sequencer,MIDI Effect,Pack,Max for Live Essentials,1,1,,2025-10-22,1166,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Max for Live Essentials/Max Midi Effect/Mono Sequencer.amxd
Mono Synth,Instrument,Pack,Building Max Devices,1,1,,2025-11-20,37,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/Instruments/Mono Synth/Devices/Mono Synth.amxd
MPE,MIDI Effect,Pack,Building Max Devices,1,1,,2025-11-20,29,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/MIDI effects/MPE/Devices/MPE.amxd
MPE Control,MIDI Effect,Live factory,Built-in,9,1,Devices|Expression,2026-04-20,478,//Applications/Ableton Live 12 Suite.app/Contents/App-Resources/Builtin/Devices/MIDI Effects/MPE Control/Ableton Folder Info/MPE Control.amxd
MPE Note Off,MIDI Effect,Pack,String Quartet by Spitfire Audio,2,2,,2025-05-25,407,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/String Quartet by Spitfire Audio/Utility/MPE Note Off.amxd
MSE,Instrument,Pack,Stray Cats Collection by Max for Cats,44,1,,2025-05-25,884,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Stray Cats Collection by Max for Cats/Instruments/MSE/MSE.amxd
Multi,Instrument,Pack,Max for Live Essentials,34,1,,2025-10-22,18704,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Max for Live Essentials/Max Instrument/Multi.amxd
MultiMap,Audio Effect,Pack,Max for Live Essentials,1,1,,2025-10-22,423,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Max for Live Essentials/Max Audio Effect/Control Devices/MultiMap.amxd
MultiMapper32Audio V2.7,Audio Effect,User Library,User Library,1,1,,2025-12-01,1280,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/MultiMapper32Audio V2.7.amxd
Multipitch,Audio Effect,Elsewhere on disk,Remote Music,1,1,,2025-12-24,48,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Remo de Vico M4L devic es and samples/Multipitch.amxd
Multipitch 2.0,Audio Effect,Elsewhere on disk,Remote Music,1,1,,2025-12-24,34,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Remo de Vico M4L devic es and samples/Multipitch 2.0.amxd
multislider synthesizer,Instrument,Elsewhere on disk,Remote Music,1,1,,2025-12-24,28,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Remo de Vico M4L devic es and samples/multislider synthesizer.amxd
MultiSquisher,Instrument,User Library,User Library,2,1,,2026-01-23,1454,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Imported/MultiSquisher.amxd
Naive,Instrument,Pack,Building Max Devices,1,1,,2025-11-20,9,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/Instruments/Aliasing/Devices/Naive.amxd
Nirvana,Instrument,User Library,User Library,208,2,,2025-05-28,115662,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Nirvana/Nirvana.amxd
Nirvana C,Instrument,User Library,User Library,124,2,,2025-05-28,2116,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Nirvana C/Nirvana C.amxd
Nirvana SM,Instrument,User Library,User Library,80,2,,2025-06-06,114945,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Nirvana SM/Nirvana SM.amxd
NirvanaFX,Audio Effect,User Library,User Library,59,3,,2025-05-28,115568,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/NirvanaFX/NirvanaFX.amxd
NirvanaFX C,Audio Effect,User Library,User Library,40,2,,2025-05-28,1951,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/NirvanaFX C/NirvanaFX C.amxd
NirvanaFX SM,Audio Effect,User Library,User Library,20,2,,2025-05-28,114809,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/NirvanaFX SM/NirvanaFX SM.amxd
No_Input Synth,Instrument,User Library,User Library,4,3,,2025-09-03,63,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Imported/No_Input Synth.amxd
NOEASYHEAR,Instrument,Elsewhere on disk,Remote Music,1,1,,2025-12-24,346,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Remo de Vico M4L devic es and samples/NOEASYHEAR.amxd
Noise Adder,Audio Effect,Pack,Building Max Devices,1,1,,2025-11-20,32,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 2 - Introduction/Devices/Noise Adder.amxd
Note Change Colors,MIDI Effect,Pack,Building Max Devices,1,1,,2025-11-20,86,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/Controlling Live/Note Change Colors/Devices/Note Change Colors.amxd
Note Doubler,MIDI Effect,Pack,Building Max Devices,1,1,,2025-11-20,25,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 2 - Introduction/Devices/Note Doubler.amxd
Note Echo,MIDI Effect,Live factory,Built-in,13,2,Devices|Generative,2026-03-06,289,//Applications/Ableton Live 12 Suite.app/Contents/App-Resources/Builtin/Devices/MIDI Effects/Note Echo/Ableton Folder Info/Note Echo.amxd
Note Monitor,MIDI Effect,Pack,Building Max Devices,1,1,,2025-11-20,28,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 2 - Introduction/Devices/Note Monitor.amxd
Note Player,MIDI Effect,Pack,Building Max Devices,1,1,,2025-11-20,25,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/MIDI effects/Note Player/Devices/Note Player.amxd
Note Trigger Map,MIDI Effect,Elsewhere on disk,Remote Music,1,1,,2021-03-03,185,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Z Third Party/Dillon Bastan Free Device Bundle/Markov Variations v1.0.3/Markov Variations/Note Trigger Map.amxd
Note Triggered Modulator,MIDI Effect,User Library,User Library,1,1,,2025-12-23,391,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/Note Triggered Modulator.amxd
Notes API,MIDI Effect,Pack,Building Max Devices,1,1,,2025-11-20,161,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/Controlling Live/Notes API/Devices/Notes API.amxd
NTS Streamer,Audio Effect,User Library,User Library,3,2,,2025-04-12,133,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/NTS Streamer.amxd
Oblique Strategies,Instrument,Elsewhere on disk,Remote Music,1,1,,2025-12-24,288,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Remo de Vico M4L devic es and samples/Oblique Strategies.amxd
Octave,MIDI Effect,Pack,Building Max Devices,1,1,,2025-11-20,18,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 3 - Lessons/6 Debugging/Devices/Octave.amxd
Octave Adder,MIDI Effect,Pack,Building Max Devices,1,1,,2025-11-20,32,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 2 - Introduction/Devices/Octave Adder.amxd
Ondes Martenot,Instrument,User Library,User Library,2,1,,2026-07-02,67,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Imported/Ondes Martenot.amxd
Ondes Martenot-1,Instrument,User Library,User Library,2,1,,2026-07-02,71,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Imported/Ondes Martenot-1.amxd
Ondes Martenot-2,Instrument,User Library,User Library,2,1,,2026-07-02,52,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Imported/Ondes Martenot-2.amxd
Opal,Instrument,Project copy,Remote Music,2,2,,2026-06-22,9310,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/3rd Party/Opal Project/Opal.amxd
Opal-Ctl,MIDI Effect,Project copy,Remote Music,2,2,,2026-06-22,2059,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/3rd Party/Opal Project/Opal-Ctl.amxd
ORAM,Audio Effect,User Library,User Library,2,1,,2026-07-15,272,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/ORAM.amxd
OSC Leap Motion,MIDI Effect,Pack,Connection Kit,1,1,,2025-05-25,234,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Connection Kit/Devices/OSC Leap Motion.amxd
OSC MIDI Send,MIDI Effect,Pack,Connection Kit,1,1,,2025-05-25,77,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Connection Kit/Devices/OSC MIDI Send.amxd
OSC Monitor,Audio Effect,Pack,Connection Kit,1,1,,2025-05-25,24,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Connection Kit/Devices/OSC Monitor.amxd
OSC Send,Audio Effect,Pack,Connection Kit,1,1,,2025-05-25,358,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Connection Kit/Devices/OSC Send.amxd
OSC TouchOSC,Audio Effect,Pack,Connection Kit,1,1,,2025-05-25,482,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Connection Kit/Devices/OSC TouchOSC.amxd
Oscillosope V1.4,Audio Effect,User Library,User Library,2,1,,2025-05-25,65,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/Oscillosope V1.4.amxd
Overdrive,Audio Effect,Pack,Building Max Devices,1,1,,2025-11-20,49,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/Audio effects/Overdrive/Devices/Overdrive.amxd
Oxide v1.02,Audio Effect,User Library,User Library,2,1,,2025-05-09,152,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Audio Effects/Max Audio Effect/Imported/Oxide v1.02.amxd
P_4L II,Instrument,Elsewhere on disk,Remote Music,14,2,,2025-02-16,4788,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/3rd Party/P_4L II v.1.1/P_4L II.amxd
Panner,Audio Effect,Pack,Building Max Devices,1,1,,2025-11-20,37,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/Audio effects/Panner/Devices/Panner.amxd
Panner Sequencer,Audio Effect,Elsewhere on disk,Remote Music,1,1,,2025-12-24,57,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Remo de Vico M4L devic es and samples/Panner Sequencer.amxd
Patterns by Iftah,Max Note Generator,Pack,Generators by Iftah,0,1,,2025-12-21,755,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Generators by Iftah/Generators/Patterns by Iftah.amxd
Pedal Noise,MIDI Effect,Pack,Upright Piano by Spitfire Audio,1,1,,2025-05-25,63,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Upright Piano by Spitfire Audio/Utility/Pedal Noise.amxd
Performer,Audio Effect,Pack,Performance Pack by Iftah,12,1,Devices|Performance & DJ,2025-11-20,4355,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Performance Pack by Iftah/Performer/Ableton Folder Info/Performer.amxd
Phase Pattern,Max Note Generator,Pack,MIDI Tools by Philip Meyer,0,2,,2025-05-25,421,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/MIDI Tools by Philip Meyer-1/MIDI Tools/Generators/Phase Pattern.amxd
Piano Pedal Trigger,MIDI Effect,Pack,Upright Piano by Spitfire Audio,1,1,,2025-05-25,141,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Upright Piano by Spitfire Audio/Utility/Piano Pedal Trigger.amxd
Pitch Hack,Audio Effect,Pack,Creative Extensions,11,2,Devices|Pitch Shift,2025-05-25,352,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Creative Extensions/Audio Effects/Pitch Hack/Ableton Folder Info/Pitch Hack.amxd
Pitch Shifter,Audio Effect,Pack,Building Max Devices,1,1,,2025-11-20,48,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/Audio effects/Pitch Shifter/Devices/Pitch Shifter.amxd
PitchDrop,Audio Effect,Pack,Max for Live Essentials,2,1,,2025-10-22,79,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Max for Live Essentials/Max Audio Effect/Pitchdrop/PitchDrop.amxd
PitchLoop89,Audio Effect,Pack,PitchLoop89,24,5,Devices|Pitch Shift,2025-12-21,777,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/PitchLoop89/PitchLoop89/Ableton Folder Info/PitchLoop89.amxd
Plate Reverb,Audio Effect,Pack,Building Max Devices,1,1,,2025-11-20,183,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/Audio effects/Plate Reverb/Devices/Plate Reverb.amxd
Pluck,Instrument,User Library,User Library,3,2,,2025-07-09,357,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Imported/Pluck.amxd
PluggoFuzz,Audio Effect,Pack,The Forge by Hecq,1,1,,2025-05-25,59,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/The Forge by Hecq/Max Audio Effects/PluggoFuzz.amxd
Plugin List Export,Audio Effect,Elsewhere on disk,Remote Music,1,1,,2025-06-09,164,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Plugin List Export 1.1/Plugin List Export.amxd
Poli,Instrument,Pack,Creative Extensions,176,2,Devices|Synthesizer|Virtual Analog,2025-05-25,1517,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Creative Extensions/Instruments/Poli/Ableton Folder Info/Poli.amxd
Poly Synth,Instrument,Pack,Building Max Devices,1,1,,2025-11-20,52,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Building Max Devices/Part 4 - Examples/Instruments/Poly Synth/Devices/Poly Synth.amxd
Polyrhythm,Max Note Generator,Pack,MIDI Tools by Philip Meyer,0,2,,2025-05-25,164,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/MIDI Tools by Philip Meyer-1/MIDI Tools/Generators/Polyrhythm.amxd
polyrhythmus v1.01,MIDI Effect,User Library,User Library,1,1,,2025-12-23,7740,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/polyrhythmus v1.01.amxd
Potee,MIDI Effect,User Library,User Library,3,2,,2026-06-03,662,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/MIDI Effects/Max MIDI Effect/Imported/Potee.amxd
Prearranger,Audio Effect,Pack,Performance Pack by Iftah,2,1,Devices|Performance & DJ,2025-11-20,894,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Performance Pack by Iftah/Prearranger/Ableton Folder Info/Prearranger.amxd
Premo,MIDI Effect,User Library,User Library,4,2,,2026-06-03,1349,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/MIDI Effects/Max MIDI Effect/Imported/Premo.amxd
Preset Scroll,MIDI Effect,User Library,User Library,2,1,,2026-08-09,14,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/MIDI Effects/Max MIDI Effect/Imported/Preset Scroll.amxd
Probability Arp,MIDI Effect,Pack,Probability Pack by Sonic Faction,0,1,,2025-05-25,548,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Probability Pack by Sonic Faction/Probability Arp.amxd
Probee,MIDI Effect,User Library,User Library,1,1,,2025-12-23,1270,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/Probee.amxd
Probee-1,MIDI Effect,User Library,User Library,1,1,,2025-12-23,1270,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/Probee-1.amxd
Program Change,MIDI Effect,User Library,User Library,1,1,,2025-12-23,14,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/MIDI Effects/Max MIDI Effect/Imported/Program Change.amxd
Pulsograph,Instrument,User Library,User Library,2,1,,2026-07-19,237,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Imported/Pulsograph.amxd
Pyr by Iftah 1.2,Instrument,User Library,User Library,2,1,,2024-08-15,161,//Volumes/Crucial X9/Remote Music/Ableton/User Library/Presets/Instruments/Max Instrument/Imported/Pyr by Iftah 1.2.amxd
pyramid beta version,Instrument,Elsewhere on disk,Remote Music,1,1,,2025-12-24,1222,//Volumes/Crucial X9/Remote Music/Ableton/Downloaded & Third-Party/Remo de Vico M4L devic es and samples/pyramid beta version.amxd
Quad,Instrument,Pack,Stray Cats Collection by Max for Cats,15,1,,2025-05-25,2160,//Volumes/Crucial X9/Remote Music/Ableton/Factory Packs Remote/Stray Cats Collection by Max for Cats/Instruments/MSE/Quad.amxd
